invoice_id,invoice_number,supplier_id,department_id,po_id,invoice_date,invoice_amount,currency,payment_terms_days,due_date,invoice_status,missing_po_flag,round_amount_flag,high_value_invoice_flag,invoice_due_days,duplicate_invoice_flag,supplier_name,supplier_category,supplier_country,onboarding_date,tax_id_clean,missing_tax_id_flag,bank_account,missing_bank_account_flag,department_name,business_unit,approval_threshold,po_supplier_id,po_department_id,po_date,po_amount,po_approval_status,po_buyer,payment_count,first_payment_date,last_payment_date,total_paid_amount,weekend_payment_flag,cash_payment_flag,pending_or_failed_payment_flag,payment_methods,payment_statuses,paid_flag,days_to_payment,days_late,payment_before_invoice_flag,late_payment_flag,very_late_payment_flag,payment_amount_difference,payment_amount_difference_pct,payment_amount_mismatch_flag,po_supplier_mismatch_flag,po_department_mismatch_flag,po_amount_difference,po_amount_difference_pct,invoice_exceeds_po_amount_flag,po_not_approved_flag,above_department_threshold_flag,invoice_month,invoice_quarter,invoice_year,audit_payment_status,duplicate_invoice_strict_flag,duplicate_invoice_number_amount_flag,previous_invoice_date_same_supplier_amount,days_since_previous_same_amount,same_supplier_same_amount_close_date_flag,audit_duplicate_risk_flag,audit_raw_risk_score,audit_rule_count,R01_missing_po_flag,R02_audit_duplicate_risk_flag,R03_round_amount_flag,R04_high_value_invoice_flag,R05_missing_tax_id_flag,R06_payment_before_invoice_flag,R07_very_late_payment_flag,R08_payment_amount_mismatch_flag,R09_weekend_payment_flag,R10_cash_payment_flag,R11_pending_or_failed_payment_flag,R12_po_supplier_mismatch_flag,R13_po_department_mismatch_flag,R14_invoice_exceeds_po_amount_flag,R15_po_not_approved_flag,R16_above_department_threshold_flag,audit_risk_score,audit_risk_level,primary_risk_driver
INV0005321,FCT-891917,SUP00008,DPT006,PO0002729,2024-01-12,5270.73,DZD,30,2024-02-11,Validated,0,0,0,30,0,Supplier_0008,Logistics,France,2023-08-22,TAX-93140497,0,DZ874720876257,0,Marketing,Support,100000,SUP00008,DPT006,2024-04-23,5053.49,Approved,Buyer_A,1,2024-02-20,2024-02-20,5237.5,0,0,0,Bank Transfer,Completed,1,39.0,9.0,0,1,0,-33.22999999999956,-0.6304629529495832,0,0,0,217.23999999999978,4.298811316535697,0,0,0,1,1,2024,Late Payment,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005322,FCT-117950,SUP00213,DPT009,PO0001182,2024-04-18,2109.69,EUR,60,2024-06-17,Validated,0,0,0,60,0,Supplier_0213,Telecom,France,2024-05-16,TAX-40251696,0,DZ187129134374,0,Risk Management,Commercial,10000,SUP00213,DPT009,2024-10-17,3672.49,Approved,Buyer_E,1,2024-06-30,2024-06-30,2086.56,1,0,0,Bank Transfer,Completed,1,73.0,13.0,0,1,0,-23.13000000000011,-1.0963696088050903,0,0,0,-1562.7999999999997,-42.554234320583575,0,0,0,4,2,2024,Late Payment,0,0,,,0,0,5,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2.69,Low Risk,R09 - Weekend payment
INV0005323,FCT-392352,SUP00004,DPT011,PO0000768,2024-09-09,4455.97,DZD,60,2024-11-08,Pending Review,0,0,0,60,0,Supplier_0004,Professional Services,Turkey,2019-12-31,TAX-81427183,0,DZ687031845818,0,Logistics,Technology,25000,SUP00004,DPT011,2024-01-14,6399.95,Approved,Buyer_F,1,2024-11-12,2024-11-12,4340.0,0,0,0,Bank Transfer,Completed,1,64.0,4.0,0,1,0,-115.97000000000025,-2.6025758701248045,0,0,0,-1943.9799999999996,-30.37492480410003,0,0,0,9,3,2024,Late Payment,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005324,FCT-946645,SUP00010,DPT007,PO0003664,2024-10-15,7429.81,DZD,30,2024-11-14,Validated,0,0,0,30,0,Supplier_0010,Facilities,Algeria,2023-12-23,TAX-49419063,0,DZ585047589637,0,Human Resources,Corporate,25000,SUP00010,DPT007,2024-05-25,8329.88,Approved,Buyer_E,1,2024-11-01,2024-11-01,7427.09,0,0,0,Bank Transfer,Completed,1,17.0,-13.0,0,0,0,-2.7200000000002547,-0.0366092807218523,0,0,0,-900.0699999999988,-10.805317723664674,0,0,0,10,4,2024,Paid On Time or Early,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005325,FCT-847053,SUP00177,DPT003,PO0005082,2024-06-03,12764.92,DZD,30,2024-07-03,Validated,0,0,0,30,0,Supplier_0177,Telecom,Algeria,2019-02-05,TAX-85899058,0,DZ967221920998,0,IT,Operations,5000,SUP00177,DPT003,2024-02-26,4573.4,Approved,Buyer_C,1,2024-05-27,2024-05-27,12940.97,0,0,0,Bank Transfer,Completed,1,-7.0,-37.0,1,0,0,176.04999999999927,1.3791704139156318,0,0,0,8191.52,179.11225783880704,1,0,1,6,2,2024,Paid On Time or Early,0,0,,,0,0,34,3,0,0,0,0,0,18,0,0,0,0,0,0,0,10,0,6,18.28,Medium Risk,R06 - Payment before invoice date
INV0005326,FCT-166503,SUP00216,DPT006,,2024-11-21,30210.24,DZD,30,2024-12-21,Validated,1,0,0,30,0,Supplier_0216,Marketing Services,Spain,2024-06-14,TAX-22087217,0,DZ828072642255,0,Marketing,Support,100000,,,,,,,1,2024-11-17,2024-11-17,30779.77,1,0,0,Bank Transfer,Completed,1,-4.0,-34.0,1,0,0,569.5299999999988,1.8852216996620974,0,0,0,,,0,0,0,11,4,2024,Paid On Time or Early,0,0,,,0,0,35,3,12,0,0,0,0,18,0,0,5,0,0,0,0,0,0,0,18.82,Medium Risk,R06 - Payment before invoice date
INV0005327,FCT-942000,SUP00224,DPT012,PO0000078,2024-10-13,12347.12,DZD,45,2024-11-27,Validated,0,0,0,45,0,Supplier_0224,Maintenance,Turkey,2021-03-17,TAX-20381026,0,DZ132308997406,0,General Administration,Support,5000,SUP00224,DPT012,2024-10-07,3508.14,Rejected,Buyer_C,1,2024-12-14,2024-12-14,12355.21,1,0,0,Bank Transfer,Completed,1,62.0,17.0,0,1,0,8.089999999998327,0.06552135234774041,0,0,0,8838.980000000001,251.95630733095035,1,1,1,10,4,2024,Late Payment,0,0,,,0,0,33,4,0,0,0,0,0,0,0,0,5,0,0,0,0,10,12,6,17.74,Medium Risk,R15 - PO not approved
INV0005328,FCT-738686,SUP00069,DPT009,PO0002207,2024-02-07,1778.13,USD,45,2024-03-23,Validated,0,0,0,45,0,Supplier_0069,Telecom,France,2021-03-31,TAX-37223224,0,DZ522960346258,0,Risk Management,Commercial,10000,SUP00069,DPT009,2024-08-23,7679.59,Approved,Buyer_C,0,,,0.0,0,0,0,Not Paid,Not Paid,0,,,0,0,0,,,0,0,0,-5901.46,-76.84602954063953,0,0,0,2,1,2024,Unpaid,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005329,FCT-268700,SUP00257,DPT001,PO0005182,2024-05-01,13149.55,DZD,60,2024-06-30,Validated,0,0,0,60,0,Supplier_0257,Facilities,Algeria,2021-08-01,TAX-24015309,0,DZ214241731111,0,Finance,Corporate,50000,SUP00257,DPT001,2024-10-25,22026.62,Approved,Buyer_A,1,2024-06-21,2024-06-21,13420.9,0,0,0,Bank Transfer,Completed,1,51.0,-9.0,0,0,0,271.35000000000036,2.0635687152792332,0,0,0,-8877.07,-40.301553302322375,0,0,0,5,2,2024,Paid On Time or Early,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005330,FCT-301787,SUP00010,DPT009,,2024-07-10,4321.68,DZD,15,2024-07-25,Validated,1,0,0,15,0,Supplier_0010,Facilities,Algeria,2023-12-23,TAX-49419063,0,DZ585047589637,0,Risk Management,Commercial,10000,,,,,,,1,2024-07-07,2024-07-07,4341.5,1,0,0,Bank Transfer,Completed,1,-3.0,-18.0,1,0,0,19.81999999999971,0.4586179448732832,0,0,0,,,0,0,0,7,3,2024,Paid On Time or Early,0,0,,,0,0,35,3,12,0,0,0,0,18,0,0,5,0,0,0,0,0,0,0,18.82,Medium Risk,R06 - Payment before invoice date
INV0005331,FCT-548560,SUP00001,DPT001,PO0001319,2024-01-07,4920.25,DZD,30,2024-02-06,Validated,0,0,0,30,0,Supplier_0001,Training,Turkey,2020-02-17,TAX-14868708,0,DZ492684993724,0,Finance,Corporate,50000,SUP00001,DPT001,2024-01-28,10085.22,Approved,Buyer_D,1,2024-02-22,2024-02-22,4834.77,0,0,0,Bank Transfer,Completed,1,46.0,16.0,0,1,0,-85.47999999999956,-1.7373100960316967,0,0,0,-5164.969999999999,-51.21326059322454,0,0,0,1,1,2024,Late Payment,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005332,FCT-741456,SUP00104,DPT008,PO0003810,2024-04-10,5906.83,DZD,15,2024-04-25,Validated,0,0,0,15,0,Supplier_0104,Marketing Services,Algeria,2016-06-20,TAX-37452939,0,DZ461138467767,0,Legal,Operations,50000,SUP00104,DPT008,2024-01-08,5085.67,Approved,Buyer_F,1,2024-04-29,2024-04-29,5987.06,0,0,0,Bank Transfer,Completed,1,19.0,4.0,0,1,0,80.23000000000047,1.3582581520037056,0,0,0,821.1599999999999,16.146545096319656,1,0,0,4,2,2024,Late Payment,0,0,,,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.38,Low Risk,R14 - Invoice exceeds PO amount
INV0005333,FCT-905676,SUP00260,DPT006,PO0004107,2024-10-05,7011.69,DZD,60,2024-12-04,Validated,0,0,0,60,0,Supplier_0260,Maintenance,Algeria,2021-05-28,TAX-31929034,0,DZ589146035571,0,Marketing,Support,100000,SUP00260,DPT006,2024-10-05,9966.62,Approved,Buyer_E,0,,,0.0,0,0,0,Not Paid,Not Paid,0,,,0,0,0,,,0,0,0,-2954.930000000001,-29.648265911612974,0,0,0,10,4,2024,Unpaid,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005334,FCT-498170,SUP00138,DPT002,PO0004924,2024-11-07,19235.19,DZD,45,2024-12-22,Validated,0,0,0,45,0,Supplier_0138,Telecom,Algeria,2019-09-14,TAX-32959623,0,DZ440733508803,0,Procurement,Operations,50000,SUP00138,DPT002,2024-03-27,12842.96,Approved,Buyer_F,0,,,0.0,0,0,0,Not Paid,Not Paid,0,,,0,0,0,,,0,0,0,6392.23,49.772248765082196,1,0,0,11,4,2024,Unpaid,0,0,,,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.38,Low Risk,R14 - Invoice exceeds PO amount
INV0005335,FCT-420733,SUP00021,DPT004,,2024-02-18,15000.0,DZD,60,2024-04-18,Validated,1,1,0,60,0,Supplier_0021,Maintenance,Algeria,2019-10-26,MISSING_TAX_ID,1,DZ297270294830,0,Operations,Technology,10000,,,,,,,1,2024-05-18,2024-05-18,14868.52,1,0,0,Bank Transfer,Completed,1,90.0,30.0,0,1,0,-131.47999999999956,-0.8765333333333304,0,0,0,,,0,0,1,2,1,2024,Late Payment,0,0,,,0,0,39,5,12,0,6,0,10,0,0,0,5,0,0,0,0,0,0,6,20.97,Medium Risk,R01 - Invoice without purchase order
INV0005336,FCT-743630,SUP00016,DPT004,PO0004870,2024-08-05,1535.56,DZD,45,2024-09-19,Validated,0,0,0,45,0,Supplier_0016,Consulting,United Arab Emirates,2022-10-18,TAX-99403163,0,DZ777096022989,0,Operations,Technology,10000,SUP00016,DPT004,2024-10-04,18034.66,Rejected,Buyer_A,1,2024-08-17,2024-08-17,1525.55,1,1,1,Cash,Failed,1,12.0,-33.0,0,0,0,-10.009999999999991,-0.6518794446325765,0,0,0,-16499.1,-91.48550624186981,0,1,0,8,3,2024,Payment Issue,0,0,,,0,0,34,4,0,0,0,0,0,0,0,0,5,10,7,0,0,0,12,0,18.28,Medium Risk,R15 - PO not approved
INV0005337,FCT-726436,SUP00020,DPT005,PO0002781,2024-06-23,1066.97,DZD,60,2024-08-22,Validated,0,0,0,60,0,Supplier_0020,IT Services,United Arab Emirates,2018-09-28,TAX-15585679,0,DZ431113906199,0,Sales,Technology,10000,SUP00020,DPT005,2024-11-30,11499.17,Approved,Buyer_E,1,2024-08-20,2024-08-20,1087.97,0,0,0,Bank Transfer,Completed,1,58.0,-2.0,0,0,0,21.0,1.9681902958846076,0,0,0,-10432.2,-90.72133032210151,0,0,0,6,2,2024,Paid On Time or Early,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005338,FCT-763619,SUP00012,DPT006,PO0005176,2024-11-07,12679.35,DZD,45,2024-12-22,Validated,0,0,0,45,0,Supplier_0012,Training,Algeria,2019-11-28,TAX-67511227,0,DZ183480469681,0,Marketing,Support,100000,SUP00012,DPT006,2024-09-13,3148.3,Approved,Buyer_A,1,2024-12-16,2024-12-16,12929.72,0,0,0,Bank Transfer,Completed,1,39.0,-6.0,0,0,0,250.36999999999898,1.974628036926175,0,0,0,9531.05,302.7363974208302,1,0,0,11,4,2024,Paid On Time or Early,0,0,,,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.38,Low Risk,R14 - Invoice exceeds PO amount
INV0005339,FCT-191526,SUP00018,DPT004,PO0002173,2024-10-31,11153.39,DZD,30,2024-11-30,Validated,0,0,0,30,0,Supplier_0018,Marketing Services,Algeria,2018-01-24,TAX-35280674,0,DZ775239389152,0,Operations,Technology,10000,SUP00018,DPT004,2024-11-29,3483.95,Approved,Buyer_E,1,2024-12-19,2024-12-19,11224.95,0,0,0,Bank Transfer,Completed,1,49.0,19.0,0,1,0,71.56000000000131,0.6415986529656124,0,0,0,7669.44,220.1363394997058,1,0,1,10,4,2024,Late Payment,0,0,,,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,8.6,Low Risk,R14 - Invoice exceeds PO amount
INV0005340,FCT-437613,SUP00104,DPT008,,2024-12-13,25598.62,DZD,15,2024-12-28,Validated,1,0,0,15,1,Supplier_0104,Marketing Services,Algeria,2016-06-20,TAX-37452939,0,DZ461138467767,0,Legal,Operations,50000,,,,,,,1,2025-01-05,2025-01-05,25316.14,1,0,0,Bank Transfer,Completed,1,23.0,8.0,0,1,0,-282.47999999999956,-1.1034969853843666,0,0,0,,,0,0,0,12,4,2024,Late Payment,1,1,,,0,1,35,3,12,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18.82,Medium Risk,R02 - Potential duplicate invoice
INV0005341,FCT-370753,SUP00065,DPT010,PO0002719,2024-12-03,5360.22,DZD,60,2025-02-01,Validated,0,0,0,60,0,Supplier_0065,Training,Algeria,2021-11-16,TAX-57827242,0,DZ905060347946,0,Customer Support,Corporate,10000,SUP00065,DPT010,2024-02-28,1116.16,Approved,Buyer_F,1,2025-03-07,2025-03-07,5273.17,0,0,0,Bank Transfer,Completed,1,94.0,34.0,0,1,1,-87.05000000000018,-1.624000507441862,0,0,0,4244.06,380.2376003440367,1,0,0,12,4,2024,Very Late Payment,0,0,,,0,0,20,2,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10.75,Low Risk,R14 - Invoice exceeds PO amount
INV0005342,FCT-985132,SUP00205,DPT009,,2024-09-26,8283.3,DZD,60,2024-11-25,Validated,1,0,0,60,0,Supplier_0205,Consulting,Germany,2015-09-22,TAX-83445040,0,DZ656843300352,0,Risk Management,Commercial,10000,,,,,,,1,2024-12-31,2024-12-31,8344.39,0,0,0,Bank Transfer,Completed,1,96.0,36.0,0,1,1,61.090000000000146,0.7375079980201146,0,0,0,,,0,0,0,9,3,2024,Very Late Payment,0,0,,,0,0,22,2,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11.83,Low Risk,R01 - Invoice without purchase order
INV0005343,FCT-693499,SUP00315,DPT002,PO0004798,2024-03-30,10394.62,DZD,30,2024-04-29,Validated,0,0,0,30,0,Supplier_0315,Maintenance,France,2024-09-25,MISSING_TAX_ID,1,DZ196581126549,0,Procurement,Operations,50000,SUP00315,DPT002,2024-06-16,1279.35,Approved,Buyer_A,1,2024-05-16,2024-05-16,10437.64,0,0,0,Bank Transfer,Completed,1,47.0,17.0,0,1,0,43.01999999999862,0.4138679432244624,0,0,0,9115.27,712.4922812365655,1,0,0,3,1,2024,Late Payment,0,0,,,0,0,20,2,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10.75,Low Risk,R14 - Invoice exceeds PO amount
INV0005344,FCT-706240,SUP00020,DPT002,PO0001177,2024-04-01,1004.71,DZD,30,2024-05-01,Validated,0,0,0,30,0,Supplier_0020,IT Services,United Arab Emirates,2018-09-28,TAX-15585679,0,DZ431113906199,0,Procurement,Operations,50000,SUP00020,DPT002,2024-08-06,27522.9,Approved,Buyer_E,1,2024-05-11,2024-05-11,999.77,1,0,0,Bank Transfer,Completed,1,40.0,10.0,0,1,0,-4.940000000000055,-0.49168416757074723,0,0,0,-26518.190000000002,-96.34954892108027,0,0,0,4,2,2024,Late Payment,0,0,,,0,0,5,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2.69,Low Risk,R09 - Weekend payment
INV0005345,FCT-497662,SUP00003,DPT006,PO0002695,2024-11-01,940.03,USD,45,2024-12-16,Validated,0,0,0,45,0,Supplier_0003,Office Supplies,Turkey,2024-05-16,TAX-67358568,0,DZ131354515251,0,Marketing,Support,100000,SUP00003,DPT006,2024-02-24,1541.73,Approved,Buyer_C,1,2024-11-26,2024-11-26,947.52,0,0,0,Bank Transfer,Completed,1,25.0,-20.0,0,0,0,7.490000000000009,0.7967830813910204,0,0,0,-601.7,-39.02758589376869,0,0,0,11,4,2024,Paid On Time or Early,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005346,FCT-935604,SUP00167,DPT003,PO0001190,2024-09-12,13992.44,DZD,45,2024-10-27,Pending Review,0,0,0,45,0,Supplier_0167,Marketing Services,Germany,2015-01-31,TAX-49849314,0,DZ397644460071,0,IT,Operations,5000,SUP00167,DPT003,2024-07-28,8310.69,Approved,Buyer_B,1,2024-11-11,2024-11-11,14023.21,0,0,0,Bank Transfer,Completed,1,60.0,15.0,0,1,0,30.769999999998618,0.21990446269556002,0,0,0,5681.75,68.36676617705629,1,0,1,9,3,2024,Late Payment,0,0,,,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,8.6,Low Risk,R14 - Invoice exceeds PO amount
INV0005347,FCT-692614,SUP00013,DPT011,PO0005165,2024-10-10,9178.43,DZD,30,2024-11-09,Validated,0,0,0,30,0,Supplier_0013,Professional Services,Tunisia,2022-02-23,TAX-77856270,0,DZ455033366144,0,Logistics,Technology,25000,SUP00013,DPT011,2024-04-24,11745.04,Approved,Buyer_E,1,2024-12-22,2024-12-22,9106.21,1,0,0,Check,Completed,1,73.0,43.0,0,1,1,-72.22000000000116,-0.78684480897061,0,0,0,-2566.6100000000006,-21.852713996716915,0,0,0,10,4,2024,Very Late Payment,0,0,,,0,0,15,2,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,8.06,Low Risk,R07 - Very late payment
INV0005348,FCT-660197,SUP00024,DPT004,,2024-04-12,28246.91,DZD,60,2024-06-11,Validated,1,0,0,60,0,Supplier_0024,Professional Services,Morocco,2015-07-19,TAX-49065297,0,DZ207019313230,0,Operations,Technology,10000,,,,,,,1,2024-07-09,2024-07-09,27797.31,0,0,0,Bank Transfer,Completed,1,88.0,28.0,0,1,0,-449.59999999999854,-1.5916785234207869,0,0,0,,,0,0,1,4,2,2024,Late Payment,0,0,,,0,0,18,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9.68,Low Risk,R01 - Invoice without purchase order
INV0005349,FCT-597413,SUP00005,DPT006,PO0004709,2024-12-03,50026.19,DZD,90,2025-03-03,Validated,0,0,0,90,0,Supplier_0005,Consulting,Algeria,2022-11-17,TAX-84459703,0,DZ840814585673,0,Marketing,Support,100000,SUP00005,DPT006,2024-11-14,8018.41,Approved,Buyer_C,1,2025-02-26,2025-02-26,49992.01,0,0,0,Bank Transfer,Completed,1,85.0,-5.0,0,0,0,-34.18000000000029,-0.06832421177787133,0,0,0,42007.78,523.8916443534316,1,0,0,12,4,2024,Paid On Time or Early,0,0,,,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.38,Low Risk,R14 - Invoice exceeds PO amount
INV0005350,FCT-350112,SUP00002,DPT001,,2024-03-03,4249.43,DZD,90,2024-06-01,Validated,1,0,0,90,0,Supplier_0002,Training,Germany,2018-07-07,TAX-77575471,0,DZ797161493162,0,Finance,Corporate,50000,,,,,,,1,2024-06-01,2024-06-01,4226.97,1,0,0,Bank Transfer,Completed,1,90.0,0.0,0,0,0,-22.460000000000036,-0.5285414749742915,0,0,0,,,0,0,0,3,1,2024,Paid On Time or Early,0,0,,,0,0,17,2,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9.14,Low Risk,R01 - Invoice without purchase order
INV0005351,FCT-936429,SUP00277,DPT009,PO0003620,2024-10-24,4002.34,DZD,45,2024-12-08,Validated,0,0,0,45,0,Supplier_0277,Consulting,Algeria,2015-01-17,TAX-38841529,0,DZ285237813711,0,Risk Management,Commercial,10000,SUP00277,DPT009,2024-03-08,9255.92,Approved,Buyer_F,1,2025-01-14,2025-01-14,3982.11,0,0,0,Check,Completed,1,82.0,37.0,0,1,1,-20.230000000000018,-0.5054543092291014,0,0,0,-5253.58,-56.75913361394653,0,0,0,10,4,2024,Very Late Payment,0,0,,,0,0,10,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5.38,Low Risk,R07 - Very late payment
INV0005352,FCT-504199,SUP00010,DPT012,PO0001472,2024-05-02,1261.35,DZD,30,2024-06-01,Validated,0,0,0,30,0,Supplier_0010,Facilities,Algeria,2023-12-23,TAX-49419063,0,DZ585047589637,0,General Administration,Support,5000,SUP00010,DPT012,2024-10-13,10288.34,Approved,Buyer_B,1,2024-05-17,2024-05-17,1259.76,0,0,0,Bank Transfer,Completed,1,15.0,-15.0,0,0,0,-1.5899999999999181,-0.12605541681531043,0,0,0,-9026.99,-87.74000470435463,0,0,0,5,2,2024,Paid On Time or Early,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005353,FCT-208148,SUP00002,DPT002,,2024-02-02,10892.08,DZD,90,2024-05-02,Validated,1,0,0,90,0,Supplier_0002,Training,Germany,2018-07-07,TAX-77575471,0,DZ797161493162,0,Procurement,Operations,50000,,,,,,,1,2024-05-12,2024-05-12,10893.34,1,0,0,Bank Transfer,Completed,1,100.0,10.0,0,1,0,1.2600000000002183,0.011568038427923944,0,0,0,,,0,0,0,2,1,2024,Late Payment,0,0,,,0,0,17,2,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9.14,Low Risk,R01 - Invoice without purchase order
INV0005354,FCT-260602,SUP00005,DPT012,PO0002076,2024-10-26,562.85,DZD,30,2024-11-25,Validated,0,0,0,30,0,Supplier_0005,Consulting,Algeria,2022-11-17,TAX-84459703,0,DZ840814585673,0,General Administration,Support,5000,SUP00005,DPT012,2024-04-02,4062.28,Pending,Buyer_B,1,2024-11-18,2024-11-18,558.34,0,0,0,Check,Completed,1,23.0,-7.0,0,0,0,-4.509999999999991,-0.8012792040508112,0,0,0,-3499.4300000000003,-86.14448043955612,0,1,0,10,4,2024,Paid On Time or Early,0,0,,,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6.45,Low Risk,R15 - PO not approved
INV0005355,FCT-661187,SUP00232,DPT011,PO0003131,2024-12-10,1966.73,DZD,30,2025-01-09,Validated,0,0,0,30,0,Supplier_0232,Logistics,Morocco,2024-05-22,TAX-12376227,0,DZ140603271138,0,Logistics,Technology,25000,SUP00232,DPT011,2024-08-14,30371.37,Approved,Buyer_F,1,2025-01-06,2025-01-06,1985.43,0,0,0,Bank Transfer,Completed,1,27.0,-3.0,0,0,0,18.700000000000045,0.9508168381018262,0,0,0,-28404.64,-93.52439484949147,0,0,0,12,4,2024,Paid On Time or Early,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005356,FCT-805709,SUP00191,DPT002,,2024-12-20,8560.79,DZD,45,2025-02-03,Validated,1,0,0,45,0,Supplier_0191,Training,Algeria,2022-10-28,MISSING_TAX_ID,1,DZ475857363388,0,Procurement,Operations,50000,,,,,,,0,,,0.0,0,0,0,Not Paid,Not Paid,0,,,0,0,0,,,0,0,0,,,0,0,0,12,4,2024,Unpaid,0,0,,,0,0,22,2,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11.83,Low Risk,R01 - Invoice without purchase order
INV0005357,FCT-510455,SUP00320,DPT009,PO0003550,2024-01-10,2813.83,DZD,45,2024-02-24,Validated,0,0,0,45,0,Supplier_0320,Facilities,France,2016-05-02,TAX-10046686,0,DZ995333403545,0,Risk Management,Commercial,10000,SUP00320,DPT009,2024-07-03,2254.49,Approved,Buyer_A,0,,,0.0,0,0,0,Not Paid,Not Paid,0,,,0,0,0,,,0,0,0,559.3400000000001,24.810045730963555,1,0,0,1,1,2024,Unpaid,0,0,,,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5.38,Low Risk,R14 - Invoice exceeds PO amount
INV0005358,FCT-634359,SUP00304,DPT007,PO0002018,2024-06-14,5685.37,DZD,30,2024-07-14,Validated,0,0,0,30,0,Supplier_0304,Facilities,Algeria,2020-05-10,TAX-54213169,0,DZ586429022953,0,Human Resources,Corporate,25000,SUP00304,DPT007,2024-09-13,19759.28,Approved,Buyer_B,1,2024-07-26,2024-07-26,5657.58,0,0,0,Bank Transfer,Completed,1,42.0,12.0,0,1,0,-27.789999999999964,-0.4887984423177377,0,0,0,-14073.91,-71.22683620050934,0,0,0,6,2,2024,Late Payment,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
INV0005359,FCT-934080,SUP00019,DPT001,PO0001233,2024-05-05,4731.18,DZD,30,2024-06-04,Validated,0,0,0,30,0,Supplier_0019,Marketing Services,France,2023-03-01,TAX-89031746,0,DZ518211674071,0,Finance,Corporate,50000,SUP00019,DPT001,2024-08-23,13792.61,Pending,Buyer_B,1,2024-06-20,2024-06-20,4754.4,0,0,0,Bank Transfer,Completed,1,46.0,16.0,0,1,0,23.219999999999345,0.49078665364664514,0,0,0,-9061.43,-65.69771783585557,0,1,0,5,2,2024,Late Payment,0,0,,,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6.45,Low Risk,R15 - PO not approved
INV0005360,FCT-235861,SUP00085,DPT004,PO0000543,2024-05-02,1671.08,EUR,30,2024-06-01,Pending Review,0,0,0,30,0,Supplier_0085,Marketing Services,Algeria,2020-06-02,TAX-39739254,0,DZ424682817866,0,Operations,Technology,10000,SUP00085,DPT004,2024-09-30,28999.86,Approved,Buyer_E,1,2024-05-28,2024-05-28,1649.39,0,0,0,Bank Transfer,Completed,1,26.0,-4.0,0,0,0,-21.689999999999827,-1.297962993991899,0,0,0,-27328.78,-94.23762735406308,0,0,0,5,2,2024,Paid On Time or Early,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,No Exception,No Exception
